ID,time,pop,popPred,indivPredMean,indivPredMode
1,1.61234e-07,2.18088e-6,2.18088e-6,2.97205e-6,2.95176e-6
1,2.20688e-07,2.98507e-6,2.98507e-6,4.06798e-6,4.04022e-6
1,3.02067e-07,4.08581e-6,4.08581e-6,5.56804e-6,5.53003e-6
1,4.13453e-07,5.59244e-6,5.59244e-6,7.62124e-6,7.56922e-6
1,5.65913e-07,7.65464e-6,7.65464e-6,1.04316e-5,1.03603e-5
1,7.74592e-07,1.04773e-5,1.04773e-5,1.42782e-5,1.41807e-5
1,1.06022e-06,1.43407e-5,1.43407e-5,1.95432e-5,1.94098e-5
1,1.45117e-06,1.96288e-5,1.96288e-5,2.67497e-5,2.65671e-5
1,1.98629e-06,2.68669e-5,2.68669e-5,3.66135e-5,3.63636e-5
1,2.71873e-06,3.6774e-5,3.6774e-5,5.01147e-5,4.97726e-5
1,3.72125e-06,5.03343e-5,5.03343e-5,6.85942e-5,6.8126e-5
1,5.09346e-06,6.88948e-5,6.88948e-5,9.38881e-5,9.32472e-5
1,6.97166e-06,9.42994e-5,9.42994e-5,0.000128509,0.000127632
1,9.54244e-06,0.000129072,0.000129072,0.000175896,0.000174695
1,1.30612e-05,0.000176666,0.000176666,0.000240756,0.000239113
1,1.78775e-05,0.000241811,0.000241811,0.000329533,0.000327284
1,2.44697e-05,0.000330976,0.000330976,0.000451045,0.000447966
1,3.34929e-05,0.000453019,0.000453019,0.000617361,0.000613147
1,4.58433e-05,0.000620062,0.000620062,0.000845002,0.000839235
1,6.27479e-05,0.000848697,0.000848697,0.00115658,0.00114868
1,8.58861e-05,0.00116163,0.00116163,0.00158303,0.00157222
1,0.000117556,0.00158994,0.00158994,0.00216671,0.00215192
1,0.000160905,0.00217615,0.00217615,0.00296556,0.00294532
1,0.000220238,0.00297845,0.00297845,0.00405888,0.00403119
1,0.00030145,0.00407648,0.00407648,0.00555518,0.00551728
1,0.00041261,0.00557917,0.00557917,0.00760289,0.00755101
1,0.000564758,0.00763553,0.00763553,0.010405,0.010334
1,0.000773011,0.0104494,0.0104494,0.0142392,0.0141421
1,0.00105806,0.0142992,0.0142992,0.0194849,0.019352
1,0.00144821,0.0195658,0.0195658,0.0266606,0.0264789
1,0.00198224,0.0267691,0.0267691,0.0364742,0.0362257
1,0.00271318,0.0366185,0.0366185,0.0498913,0.0495517
1,0.00371366,0.0500808,0.0500808,0.0682275,0.0677636
1,0.00508307,0.068472,0.068472,0.093272,0.0926387
1,0.00695743,0.0935789,0.0935789,0.127452,0.126588
1,0.00952297,0.12782,0.12782,0.174051,0.172874
1,0.0130345,0.174458,0.174458,0.237486,0.235887
1,0.017841,0.237863,0.237863,0.323669,0.3215
1,0.0244198,0.323851,0.323851,0.440435,0.437504
1,0.0334246,0.440068,0.440068,0.598042,0.5941
1,0.0457498,0.596405,0.596405,0.809681,0.804414
1,0.0626199,0.805372,0.805372,1.09188,1.0849
1,0.0857108,1.08224,1.08224,1.46453,1.4554
1,0.117316,1.44465,1.44465,1.95013,1.93839
1,0.160577,1.91124,1.91124,2.57149,2.55673
1,0.19496,2.25911,2.25911,3.03184,3.01511
1,0.219789,2.49831,2.49831,3.34688,3.32893
1,0.25,2.7764,2.7764,3.71154,3.69232
1,0.300835,3.21391,3.21391,4.28161,4.26074
1,0.38992,3.89619,3.89619,5.16116,5.13864
1,0.411768,4.04841,4.04841,5.35573,5.333
1,0.563606,4.96263,4.96263,6.51012,6.48762
1,0.57,4.9961,4.9961,6.5519,6.52946
1,0.58488,5.07256,5.07256,6.64719,6.6249
1,0.771434,5.87761,5.87761,7.63803,7.61881
1,0.77984,5.90787,5.90787,7.67481,7.65576
1,0.9748,6.49085,6.49085,8.37586,8.36128
1,1.0559,6.67529,6.67529,8.59463,8.58202
1,1.12,6.8009,6.8009,8.74279,8.73172
1,1.16976,6.8873,6.8873,8.84435,8.83447
1,1.36472,7.14601,7.14601,9.14734,9.14184
1,1.44526,7.22152,7.22152,9.23595,9.23211
1,1.55968,7.30316,7.30316,9.33264,9.33097
1,1.75464,7.38557,7.38557,9.43433,9.43587
1,1.9496,7.41313,7.41313,9.47674,9.48085
1,1.97819,7.4135,7.4135,9.47908,9.48353
1,2.02,7.41259,7.41259,9.481,9.4859
1,2.14456,7.40059,7.40059,9.47718,9.48332
1,2.33952,7.35885,7.35885,9.44803,9.45569
1,2.53448,7.29603,7.29603,9.39809,9.40688
1,2.70765,7.2274,7.2274,9.34141,9.35091
1,2.72944,7.21809,7.21809,9.33364,9.34321
1,2.9244,7.12949,7.12949,9.25915,9.26925
1,3.11936,7.03351,7.03351,9.17782,9.18823
1,3.31432,6.93256,6.93256,9.0919,9.10246
1,3.50928,6.82843,6.82843,9.00303,9.0136
1,3.70424,6.72245,6.72245,8.91234,8.92283
1,3.70609,6.72144,6.72144,8.91148,8.92197
1,3.82,6.65906,6.65906,8.85798,8.86839
1,3.8992,6.61559,6.61559,8.82066,8.831
1,4.09416,6.50854,6.50854,8.72855,8.73869
1,4.28912,6.40185,6.40185,8.63644,8.64633
1,4.48408,6.29587,6.29587,8.54461,8.55422
1,4.67904,6.19088,6.19088,8.45326,8.46258
1,4.874,6.08708,6.08708,8.36254,8.37155
1,5.06896,5.9846,5.9846,8.27254,8.28123
1,5.0727,5.98265,5.98265,8.27082,8.27951
1,5.1,5.96841,5.96841,8.25828,8.26692
1,5.26392,5.88353,5.88353,8.18333,8.1917
1,5.45888,5.78394,5.78394,8.09495,8.103
1,5.65384,5.68587,5.68587,8.00744,8.01516
1,5.8488,5.58933,5.58933,7.92081,7.92821
1,6.04376,5.49434,5.49434,7.83507,7.84215
1,6.23872,5.40089,5.40089,7.75022,7.75699
1,6.43368,5.30898,5.30898,7.66627,7.67272
1,6.62864,5.21859,5.21859,7.58322,7.58936
1,6.8236,5.12972,5.12972,7.50105,7.50689
1,6.94324,5.07592,5.07592,7.45106,7.45672
1,7.01856,5.04233,5.04233,7.41976,7.4253
1,7.03,5.03725,5.03725,7.41502,7.42054
1,7.21352,4.95643,4.95643,7.33935,7.3446
1,7.40848,4.87197,4.87197,7.2598,7.26477
1,7.60344,4.78894,4.78894,7.18112,7.1858
1,7.7984,4.70732,4.70732,7.10328,7.10769
1,7.99336,4.62709,4.62709,7.02629,7.03042
1,8.18832,4.54822,4.54822,6.95013,6.954
1,8.38328,4.4707,4.4707,6.87479,6.8784
1,8.57824,4.39449,4.39449,6.80027,6.80362
1,8.7732,4.31958,4.31958,6.72656,6.72966
1,8.96816,4.24595,4.24595,6.65365,6.6565
1,9.05,4.21541,4.21541,6.62327,6.62603
1,9.16312,4.17357,4.17357,6.58152,6.58414
1,9.35808,4.10242,4.10242,6.51018,6.51256
1,9.50354,4.05013,4.05013,6.45745,6.45966
1,9.55304,4.03249,4.03249,6.43961,6.44176
1,9.748,3.96375,3.96375,6.36981,6.37173
1,9.94296,3.89618,3.89618,6.30076,6.30247
1,10.1379,3.82976,3.82976,6.23246,6.23395
1,10.3329,3.76447,3.76447,6.1649,6.16618
1,10.5278,3.7003,3.7003,6.09808,6.09915
1,10.7228,3.63722,3.63722,6.03198,6.03284
1,10.9178,3.57522,3.57522,5.96659,5.96726
1,11.1127,3.51427,3.51427,5.90191,5.90239
1,11.3077,3.45436,3.45436,5.83794,5.83822
1,11.5026,3.39547,3.39547,5.77466,5.77475
1,11.6976,3.33759,3.33759,5.71206,5.71197
1,11.8926,3.28069,3.28069,5.65014,5.64988
1,12.0875,3.22477,3.22477,5.5889,5.58846
1,12.12,3.21554,3.21554,5.57876,5.57829
1,12.2825,3.16979,3.16979,5.52832,5.5277
1,12.4774,3.11576,3.11576,5.46839,5.46761
1,12.6724,3.06264,3.06264,5.40911,5.40817
1,12.8674,3.01043,3.01043,5.35048,5.34938
1,13.008,2.97334,2.97334,5.30859,5.30738
1,13.0623,2.95911,2.95911,5.29248,5.29122
1,13.2573,2.90867,2.90867,5.23511,5.2337
1,13.4522,2.85908,2.85908,5.17837,5.1768
1,13.6472,2.81034,2.81034,5.12223,5.12053
1,13.8422,2.76244,2.76244,5.06671,5.06486
1,14.0371,2.71534,2.71534,5.01179,5.0098
1,14.2321,2.66906,2.66906,4.95746,4.95534
1,14.427,2.62356,2.62356,4.90372,4.90147
1,14.622,2.57883,2.57883,4.85057,4.84818
1,14.817,2.53487,2.53487,4.79799,4.79547
1,15.0119,2.49166,2.49166,4.74598,4.74334
1,15.2069,2.44918,2.44918,4.69454,4.69178
1,15.4018,2.40743,2.40743,4.64365,4.64077
1,15.5968,2.36639,2.36639,4.59331,4.59032
1,15.7918,2.32605,2.32605,4.54352,4.54042
1,15.9867,2.2864,2.2864,4.49427,4.49106
1,16.1817,2.24742,2.24742,4.44555,4.44223
1,16.3766,2.20911,2.20911,4.39737,4.39394
1,16.5716,2.17145,2.17145,4.3497,4.34617
1,16.7666,2.13443,2.13443,4.30255,4.29893
1,16.9615,2.09805,2.09805,4.25591,4.25219
1,17.1565,2.06228,2.06228,4.20978,4.20597
1,17.3514,2.02712,2.02712,4.16414,4.16024
1,17.5464,1.99257,1.99257,4.11901,4.11501
1,17.7414,1.9586,1.9586,4.07436,4.07028
1,17.8046,1.94771,1.94771,4.05998,4.05587
1,17.9363,1.92521,1.92521,4.03019,4.02603
1,18.1313,1.89239,1.89239,3.98651,3.98226
1,18.3262,1.86013,1.86013,3.94329,3.93897
1,18.5212,1.82842,1.82842,3.90055,3.89615
1,18.7162,1.79725,1.79725,3.85827,3.85379
1,18.9111,1.76661,1.76661,3.81644,3.8119
1,19.1061,1.7365,1.7365,3.77508,3.77046
1,19.301,1.7069,1.7069,3.73415,3.72947
1,19.496,1.6778,1.6778,3.69368,3.68893
1,19.691,1.6492,1.6492,3.65364,3.64882
1,19.8859,1.62108,1.62108,3.61403,3.60916
1,20.0809,1.59345,1.59345,3.57486,3.56992
1,20.2758,1.56628,1.56628,3.53611,3.53111
1,20.4708,1.53958,1.53958,3.49778,3.49272
1,20.6658,1.51334,1.51334,3.45986,3.45475
1,20.8607,1.48754,1.48754,3.42236,3.41719
1,21.0557,1.46218,1.46218,3.38526,3.38005
1,21.2506,1.43725,1.43725,3.34857,3.3433
1,21.4456,1.41275,1.41275,3.31227,3.30696
1,21.6406,1.38867,1.38867,3.27636,3.271
1,21.8355,1.365,1.365,3.24085,3.23544
1,22.0305,1.34173,1.34173,3.20572,3.20027
1,22.2254,1.31886,1.31886,3.17097,3.16548
1,22.4204,1.29637,1.29637,3.1366,3.13107
1,22.6154,1.27427,1.27427,3.1026,3.09703
1,22.8103,1.25255,1.25255,3.06897,3.06336
1,23.0053,1.2312,1.2312,3.0357,3.03006
1,23.2002,1.21021,1.21021,3.00279,2.99712
1,23.3952,1.18958,1.18958,2.97024,2.96454
1,23.5902,1.1693,1.1693,2.93805,2.93231
1,23.7851,1.14937,1.14937,2.9062,2.90043
1,23.9801,1.12977,1.12977,2.8747,2.8689
1,24.175,1.11051,1.11051,2.84354,2.83771
1,24.37,1.09158,1.09158,2.81271,2.80686
2,2.22045e-16,4.28974e-15,4.28974e-15,4.40327e-15,4.41188e-15
2,3.03916e-16,4.28974e-15,4.28974e-15,6.60491e-15,6.61782e-15
2,4.15975e-16,6.43461e-15,6.43461e-15,8.80654e-15,8.82376e-15
2,5.69351e-16,8.57948e-15,8.57948e-15,8.80654e-15,8.82376e-15
2,7.7928e-16,1.07244e-14,1.07244e-14,1.32098e-14,1.32356e-14
2,1.06661e-15,1.50141e-14,1.50141e-14,1.98147e-14,1.76475e-14
2,1.45989e-15,2.14487e-14,2.14487e-14,2.64196e-14,2.64713e-14
2,1.99818e-15,3.00282e-14,3.00282e-14,3.74278e-14,3.7501e-14
2,2.73493e-15,4.07525e-14,4.07525e-14,5.28393e-14,5.29425e-14
2,3.74335e-15,5.57666e-14,5.57666e-14,7.04523e-14,7.059e-14
2,5.12358e-15,7.72153e-14,7.72153e-14,9.6872e-14,9.48554e-14
2,7.01273e-15,1.02954e-13,1.02954e-13,1.343e-13,1.34562e-13
2,9.59843e-15,1.43706e-13,1.43706e-13,1.82736e-13,1.80887e-13
2,1.31375e-14,1.95183e-13,1.95183e-13,2.53188e-13,2.49271e-13
2,1.79815e-14,2.68109e-13,2.68109e-13,3.45657e-13,3.41921e-13
2,2.46116e-14,3.62483e-13,3.62483e-13,4.7115e-13,4.65453e-13
2,3.36863e-14,4.99755e-13,4.99755e-13,6.45079e-13,6.39722e-13
2,4.6107e-14,6.79924e-13,6.79924e-13,8.85058e-13,8.73552e-13
2,6.31074e-14,9.33019e-13,9.33019e-13,1.2109e-12,1.19782e-12
2,8.63761e-14,1.2762e-12,1.2762e-12,1.65783e-12,1.63901e-12
2,1.18224e-13,1.75021e-12,1.75021e-12,2.26989e-12,2.24344e-12
2,1.61816e-13,2.39582e-12,2.39582e-12,3.10651e-12,3.06846e-12
2,2.21479e-13,3.27951e-12,3.27951e-12,4.25136e-12,4.20011e-12
2,3.03142e-13,4.48707e-12,4.48707e-12,5.81892e-12,5.74647e-12
2,4.14916e-13,6.14291e-12,6.14291e-12,7.96332e-12,7.86858e-12
2,5.67902e-13,8.40789e-12,8.40789e-12,1.09003e-11,1.07694e-11
2,7.77297e-13,1.15094e-11,1.15094e-11,1.49227e-11,1.47423e-11
2,1.0639e-12,1.57519e-11,1.57519e-11,2.04246e-11,2.01755e-11
2,1.45617e-12,2.15581e-11,2.15581e-11,2.79542e-11,2.76161e-11
2,1.99309e-12,2.9507e-11,2.9507e-11,3.82622e-11,3.7801e-11
2,2.72797e-12,4.03858e-11,4.03858e-11,5.23681e-11,5.17359e-11
2,3.73382e-12,5.52776e-11,5.52776e-11,7.16787e-11,7.08128e-11
2,5.11054e-12,7.56603e-11,7.56603e-11,9.81093e-11,9.69223e-11
2,6.99488e-12,1.03556e-10,1.03556e-10,1.34284e-10,1.32661e-10
2,9.574e-12,1.41739e-10,1.41739e-10,1.83795e-10,1.81575e-10
2,1.31041e-11,1.94004e-10,1.94004e-10,2.51563e-10,2.48521e-10
2,1.79358e-11,2.65535e-10,2.65535e-10,3.44318e-10,3.40156e-10
2,2.4549e-11,3.63442e-10,3.63442e-10,4.71273e-10,4.65579e-10
2,3.36006e-11,4.97451e-10,4.97451e-10,6.4504e-10,6.37245e-10
2,4.59896e-11,6.80866e-10,6.80866e-10,8.82876e-10,8.72206e-10
2,6.29468e-11,9.31914e-10,9.31914e-10,1.20841e-9,1.1938e-9
2,8.61562e-11,1.27553e-9,1.27553e-9,1.65397e-9,1.63398e-9
2,1.17923e-10,1.74583e-9,1.74583e-9,2.26381e-9,2.23645e-9
2,1.61404e-10,2.38955e-9,2.38955e-9,3.09852e-9,3.06107e-9
2,2.20916e-10,3.27061e-9,3.27061e-9,4.24099e-9,4.18973e-9
2,3.02371e-10,4.47654e-9,4.47654e-9,5.80471e-9,5.73455e-9
2,4.1386e-10,6.12711e-9,6.12711e-9,7.945e-9,7.84897e-9
2,5.66457e-10,8.38627e-9,8.38627e-9,1.08744e-8,1.0743e-8
2,7.75318e-10,1.14784e-8,1.14784e-8,1.4884e-8,1.47041e-8
2,1.06119e-09,1.57107e-8,1.57107e-8,2.0372e-8,2.01258e-8
2,1.45247e-09,2.15035e-8,2.15035e-8,2.78835e-8,2.75465e-8
2,1.98802e-09,2.94322e-8,2.94322e-8,3.81646e-8,3.77033e-8
2,2.72103e-09,4.02843e-8,4.02843e-8,5.22365e-8,5.16051e-8
2,3.72432e-09,5.51377e-8,5.51377e-8,7.14969e-8,7.06327e-8
2,5.09753e-09,7.54679e-8,7.54679e-8,9.78589e-8,9.66761e-8
2,6.97707e-09,1.03294e-7,1.03294e-7,1.33941e-7,1.32322e-7
2,9.54963e-09,1.4138e-7,1.4138e-7,1.83327e-7,1.81111e-7
2,1.30707e-08,1.93509e-7,1.93509e-7,2.50923e-7,2.4789e-7
2,1.78901e-08,2.64859e-7,2.64859e-7,3.43442e-7,3.39291e-7
2,2.44865e-08,3.62517e-7,3.62517e-7,4.70075e-7,4.64393e-7
2,3.35151e-08,4.96183e-7,4.96183e-7,6.43399e-7,6.35623e-7
2,4.58726e-08,6.79134e-7,6.79134e-7,8.8063e-7,8.69987e-7
2,6.27865e-08,9.29541e-7,9.29541e-7,1.20533e-6,1.19076e-6
2,8.59369e-08,1.27228e-6,1.27228e-6,1.64976e-6,1.62982e-6
2,1.17623e-07,1.74139e-6,1.74139e-6,2.25805e-6,2.23076e-6
2,1.60993e-07,2.38346e-6,2.38346e-6,3.09063e-6,3.05327e-6
2,2.20353e-07,3.26229e-6,3.26229e-6,4.23019e-6,4.17907e-6
2,3.01601e-07,4.46514e-6,4.46514e-6,5.78993e-6,5.71995e-6
2,4.12807e-07,6.11151e-6,6.11151e-6,7.92477e-6,7.82899e-6
2,5.65015e-07,8.36492e-6,8.36492e-6,1.08468e-5,1.07157e-5
2,7.73345e-07,1.14492e-5,1.14492e-5,1.48461e-5,1.46667e-5
2,1.05849e-06,1.56707e-5,1.56707e-5,2.03201e-5,2.00745e-5
2,1.44877e-06,2.14487e-5,2.14487e-5,2.78125e-5,2.74763e-5
2,1.98296e-06,2.93572e-5,2.93572e-5,3.80674e-5,3.76073e-5
2,2.7141e-06,4.01816e-5,4.01816e-5,5.21034e-5,5.14736e-5
2,3.71484e-06,5.49972e-5,5.49972e-5,7.13146e-5,7.04527e-5
2,5.08456e-06,7.52755e-5,7.52755e-5,9.76093e-5,9.64296e-5
2,6.95932e-06,0.000103031,0.000103031,0.000133599,0.000131984
2,9.52533e-06,0.000141019,0.000141019,0.000182859,0.000180649
2,1.30375e-05,0.000193015,0.000193015,0.000250281,0.000247256
2,1.78446e-05,0.000264181,0.000264181,0.000342562,0.000338422
2,2.44242e-05,0.000361587,0.000361587,0.000468867,0.0004632
2,3.34298e-05,0.000494907,0.000494907,0.000641739,0.000633983
2,4.57558e-05,0.00067738,0.00067738,0.000878348,0.000867733
2,6.26267e-05,0.000927129,0.000927129,0.00120219,0.00118766
2,8.57182e-05,0.00126895,0.00126895,0.00164542,0.00162553
2,0.000117324,0.00173679,0.00173679,0.00225203,0.00222482
2,0.000160583,0.00237709,0.00237709,0.00308226,0.00304501
2,0.000219793,0.0032534,0.0032534,0.00421848,0.00416751
2,0.000300834,0.00445269,0.00445269,0.00577343,0.00570367
2,0.000411756,0.00609392,0.00609392,0.00790129,0.00780584
2,0.000563577,0.00833982,0.00833982,0.010813,0.0106823
2,0.000771377,0.0114129,0.0114129,0.0147967,0.014618
2,0.0010558,0.0156175,0.0156175,0.0202467,0.0200022
2,0.00144508,0.0213691,0.0213691,0.027701,0.0273667
2,0.00197791,0.0292356,0.0292356,0.0378942,0.0374372
2,0.0027072,0.0399917,0.0399917,0.051828,0.0512034
2,0.00370538,0.054693,0.054693,0.0708658,0.0700127
2,0.00507162,0.0747764,0.0747764,0.0968605,0.0956962
2,0.0069416,0.102193,0.102193,0.132323,0.130735
2,0.00950108,0.139584,0.139584,0.180642,0.178481
2,0.0130043,0.19051,0.19051,0.246371,0.243434
2,0.0177992,0.259746,0.259746,0.335577,0.331598
2,0.024362,0.353641,0.353641,0.45627,0.450898
2,0.0333447,0.480546,0.480546,0.618867,0.611651
2,0.0456394,0.651264,0.651264,0.836635,0.827009
2,0.0624673,0.879461,0.879461,1.12596,1.11324
2,0.0855,1.18182,1.18182,1.50614,1.48955
2,0.117025,1.57765,1.57765,1.99818,1.97693
2,0.160174,2.08732,2.08732,2.62184,2.59529
2,0.1944,2.46663,2.46663,3.07838,3.04842
2,0.219233,2.72873,2.72873,3.38987,3.35781
2,0.27,3.23211,3.23211,3.97845,3.94303
2,0.300068,3.51078,3.51078,4.29855,4.26165
2,0.3888,4.25577,4.25577,5.13238,5.0929
2,0.410708,4.42316,4.42316,5.315,5.27524
2,0.52,5.17068,5.17068,6.10668,6.06708
2,0.562142,5.42329,5.42329,6.36446,6.32548
2,0.5832,5.54272,5.54272,6.48444,6.44585
2,0.769413,6.42516,6.42516,7.32663,7.2933
2,0.7776,6.45755,6.45755,7.35582,7.32276
2,0.972,7.09685,7.09685,7.89838,7.87233
2,1,7.1707,7.1707,7.95604,7.931
2,1.05311,7.29988,7.29988,8.05362,8.03049
2,1.1664,7.53227,7.53227,8.21632,8.19709
2,1.3608,7.81702,7.81702,8.38113,8.36781
2,1.44141,7.9006,7.9006,8.41673,8.40552
2,1.5552,7.99057,7.99057,8.44186,8.43327
2,1.7496,8.08221,8.08221,8.43217,8.42711
2,1.92,8.11247,8.11247,8.38413,8.38129
2,1.944,8.11369,8.11369,8.37511,8.37253
2,1.97288,8.11428,8.11428,8.36364,8.36134
2,2.1384,8.10112,8.10112,8.28651,8.28551
2,2.3328,8.05647,8.05647,8.17721,8.17706
2,2.5272,7.9886,7.9886,8.05463,8.05476
2,2.70031,7.91399,7.91399,7.93845,7.93846
2,2.7216,7.90408,7.90408,7.92384,7.92382
2,2.916,7.80779,7.80779,7.7883,7.78781
2,3.1104,7.70333,7.70333,7.65039,7.6492
2,3.3048,7.59336,7.59336,7.5117,7.50964
2,3.4992,7.47986,7.47986,7.37332,7.37028
2,3.5,7.47939,7.47939,7.37275,7.36971
2,3.6936,7.36427,7.36427,7.23597,7.23189
2,3.69595,7.36287,7.36287,7.23432,7.23023
2,3.888,7.24767,7.24767,7.10015,7.09499
2,4.0824,7.13084,7.13084,6.96616,6.95991
2,4.2768,7.01436,7.01436,6.83422,6.82687
2,4.4712,6.89863,6.89863,6.70444,6.696
2,4.6656,6.78397,6.78397,6.57689,6.5674
2,4.86,6.67059,6.67059,6.45161,6.44109
2,5.02,6.57833,6.57833,6.35021,6.33886
2,5.0544,6.55863,6.55863,6.32861,6.31708
2,5.05871,6.55617,6.55617,6.32591,6.31436
2,5.2488,6.44821,6.44821,6.20789,6.19539
2,5.4432,6.33939,6.33939,6.08941,6.07598
2,5.6376,6.23222,6.23222,5.97316,5.95883
2,5.832,6.12671,6.12671,5.8591,5.84391
2,6.0264,6.02289,6.02289,5.74721,5.73119
2,6.2208,5.92075,5.92075,5.63744,5.62064
2,6.4152,5.82028,5.82028,5.52976,5.5122
2,6.6096,5.72148,5.72148,5.42413,5.40585
2,6.804,5.62432,5.62432,5.32052,5.30155
2,6.92393,5.56519,5.56519,5.25758,5.23821
2,6.9984,5.52879,5.52879,5.21888,5.19926
